valorTotal;ide_dhEmi_$date;ide_natOp;infAdic_infCpl;total_icmsTot_vDesc;total_icmsTot_vFrete;total_icmsTot_vOutro;total_icmsTot_vProd;total_icmsTot_vSeg;total_icmsTot_vTotTrib;total_icmsTot_vbc;total_icmsTot_vbcst;total_icmsTot_vcofins;total_icmsTot_vicms;total_icmsTot_vicmsDeson;total_icmsTot_vii;total_icmsTot_vipi;total_icmsTot_vnf;total_icmsTot_vpis;total_icmsTot_vst;nItem;prod_indTot;prod_qCom;prod_uCom;prod_vProd;prod_vUnCom;prod_xProd
53.99;2016-01-15T13:33:32.000Z;VENDA;Mesa 81;0.0;0.0;0.0;54.0;0.0;6.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
53.99;2016-01-15T13:33:32.000Z;VENDA;Mesa 81;0.0;0.0;0.0;54.0;0.0;6.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;3;1;1.0;UN;4.5;4.5;CERVEJA
26.61;2016-01-15T13:33:56.000Z;VENDA;Mesa 68;0.0;0.0;0.0;26.61;0.0;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.61;0.0;0.0;1;1;0.388;KG;26.61;68.6;BUFFET
59.41;2016-01-15T13:39:17.000Z;VENDA;Mesa 98;0.0;0.0;0.0;59.42;0.0;5.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.42;0.0;0.0;1;1;0.754;KG;51.72;68.6;BUFFET
59.41;2016-01-15T13:39:17.000Z;VENDA;Mesa 98;0.0;0.0;0.0;59.42;0.0;5.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.42;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
59.41;2016-01-15T13:39:17.000Z;VENDA;Mesa 98;0.0;0.0;0.0;59.42;0.0;5.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.42;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
41.4;2016-01-15T13:45:26.000Z;VENDA;Mesa 42;0.0;0.0;0.0;41.4;0.0;1.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.4;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
41.4;2016-01-15T13:45:26.000Z;VENDA;Mesa 42;0.0;0.0;0.0;41.4;0.0;1.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.4;0.0;0.0;2;1;0.538;KG;36.9;68.6;BUFFET
31.28;2016-01-15T13:45:36.000Z;VENDA;Mesa 43;0.0;0.0;0.0;31.28;0.0;1.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.28;0.0;0.0;1;1;0.456;KG;31.28;68.6;BUFFET
27.02;2016-01-15T13:46:39.000Z;VENDA;Mesa 99;0.0;0.0;0.0;27.02;0.0;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.02;0.0;0.0;1;1;0.394;KG;27.02;68.6;BUFFET
38.66;2016-01-15T13:46:50.000Z;VENDA;Mesa 71;0.0;0.0;0.0;38.66;0.0;9.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.66;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
38.66;2016-01-15T13:46:50.000Z;VENDA;Mesa 71;0.0;0.0;0.0;38.66;0.0;9.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.66;0.0;0.0;2;1;1.0;UN;15.0;15.0;SAKE
38.66;2016-01-15T13:46:50.000Z;VENDA;Mesa 71;0.0;0.0;0.0;38.66;0.0;9.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.66;0.0;0.0;3;1;0.294;KG;20.16;68.6;BUFFET
46.66;2016-01-15T13:51:22.000Z;VENDA;Mesa 70;0.0;0.0;0.0;46.66;0.0;5.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.66;0.0;0.0;1;1;0.568;KG;38.96;68.6;BUFFET
46.66;2016-01-15T13:51:22.000Z;VENDA;Mesa 70;0.0;0.0;0.0;46.66;0.0;5.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.66;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
46.66;2016-01-15T13:51:22.000Z;VENDA;Mesa 70;0.0;0.0;0.0;46.66;0.0;5.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.66;0.0;0.0;3;1;1.0;UN;3.2;3.2;DOCINHOS
32.48;2016-01-15T13:55:24.000Z;VENDA;Mesa 75;0.0;0.0;0.0;32.48;0.0;3.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.48;0.0;0.0;1;1;0.408;KG;27.98;68.6;BUFFET
32.48;2016-01-15T13:55:24.000Z;VENDA;Mesa 75;0.0;0.0;0.0;32.48;0.0;3.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.48;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
29.73;2016-01-15T13:55:48.000Z;VENDA;Mesa 76;0.0;0.0;0.0;29.74;0.0;3.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.74;0.0;0.0;1;1;0.368;KG;25.24;68.6;BUFFET
29.73;2016-01-15T13:55:48.000Z;VENDA;Mesa 76;0.0;0.0;0.0;29.74;0.0;3.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.74;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
42.8;2016-01-16T11:42:24.000Z;VENDA;Mesa 1;0.0;0.0;0.0;42.8;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.8;0.0;0.0;1;1;0.624;KG;42.8;68.6;BUFFET
57.07;2016-01-16T11:59:26.000Z;VENDA;Mesa 4;0.0;0.0;0.0;57.07;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.07;0.0;0.0;1;1;0.832;KG;57.07;68.6;BUFFET
53.82;2016-01-16T12:13:22.000Z;VENDA;Mesa 3;0.0;0.0;0.0;53.82;0.0;2.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.82;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
53.82;2016-01-16T12:13:22.000Z;VENDA;Mesa 3;0.0;0.0;0.0;53.82;0.0;2.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.82;0.0;0.0;2;1;0.77;KG;52.82;68.6;BUFFET
81.02;2016-01-16T12:14:11.000Z;VENDA;Mesa 2;0.0;0.0;0.0;81.03;0.0;3.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.03;0.0;0.0;1;1;2.0;UN;9.0;4.5;SUCO
81.02;2016-01-16T12:14:11.000Z;VENDA;Mesa 2;0.0;0.0;0.0;81.03;0.0;3.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;81.03;0.0;0.0;2;1;1.05;KG;72.03;68.6;BUFFET
40.73;2016-01-16T12:19:18.000Z;VENDA;Mesa 11;0.0;0.0;0.0;40.74;0.0;1.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.16;0.0;0.0;1;1;0.59;KG;40.74;68.6;BUFFET
124.64;2016-01-16T12:20:33.000Z;VENDA;Mesa 5;0.0;0.0;0.0;124.67;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.67;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
124.64;2016-01-16T12:20:33.000Z;VENDA;Mesa 5;0.0;0.0;0.0;124.67;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.67;0.0;0.0;2;1;1.0;UN;6.5;6.5;SUSHI ESPECIAL
124.64;2016-01-16T12:20:33.000Z;VENDA;Mesa 5;0.0;0.0;0.0;124.67;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.67;0.0;0.0;3;1;1.606;KG;110.17;68.6;BUFFET
124.64;2016-01-16T12:20:33.000Z;VENDA;Mesa 5;0.0;0.0;0.0;124.67;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.67;0.0;0.0;4;1;1.0;UN;4.5;4.5;REFRIGERANTE
92.95;2016-01-16T12:23:14.000Z;VENDA;Mesa 7;0.0;0.0;0.0;92.96;0.0;5.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.96;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
92.95;2016-01-16T12:23:14.000Z;VENDA;Mesa 7;0.0;0.0;0.0;92.96;0.0;5.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.96;0.0;0.0;2;1;1.224;KG;83.96;68.6;BUFFET
92.95;2016-01-16T12:23:14.000Z;VENDA;Mesa 7;0.0;0.0;0.0;92.96;0.0;5.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.96;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
80.23;2016-01-16T12:28:40.000Z;VENDA;Mesa 16;0.0;0.0;0.0;80.23;0.0;3.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.23;0.0;0.0;1;1;1.104;KG;75.73;68.6;BUFFET
80.23;2016-01-16T12:28:40.000Z;VENDA;Mesa 16;0.0;0.0;0.0;80.23;0.0;3.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.23;0.0;0.0;2;1;1.0;UN;4.5;4.5;SUCO
66.68;2016-01-16T12:35:34.000Z;VENDA;Mesa 14;0.0;0.0;0.0;66.69;0.0;5.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.69;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
66.68;2016-01-16T12:35:34.000Z;VENDA;Mesa 14;0.0;0.0;0.0;66.69;0.0;5.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.69;0.0;0.0;2;1;0.892;KG;61.19;68.6;BUFFET
66.68;2016-01-16T12:35:34.000Z;VENDA;Mesa 14;0.0;0.0;0.0;66.69;0.0;5.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.69;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
60.3;2016-01-16T12:37:09.000Z;VENDA;Mesa 8;0.0;0.0;0.0;60.31;0.0;6.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.31;0.0;0.0;1;1;0.748;KG;51.31;68.6;BUFFET
60.3;2016-01-16T12:37:09.000Z;VENDA;Mesa 8;0.0;0.0;0.0;60.31;0.0;6.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.31;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
60.3;2016-01-16T12:37:09.000Z;VENDA;Mesa 8;0.0;0.0;0.0;60.31;0.0;6.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.31;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
67.42;2016-01-16T12:38:35.000Z;VENDA;Mesa 26;0.0;0.0;0.0;67.43;0.0;4.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.43;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
67.42;2016-01-16T12:38:35.000Z;VENDA;Mesa 26;0.0;0.0;0.0;67.43;0.0;4.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.43;0.0;0.0;2;1;0.932;KG;63.93;68.6;BUFFET
33.75;2016-01-16T12:40:52.000Z;VENDA;Mesa 17;0.0;0.0;0.0;33.75;0.0;1.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.75;0.0;0.0;1;1;0.492;KG;33.75;68.6;BUFFET
25.62;2016-01-16T12:43:56.000Z;VENDA;Mesa 22;0.0;0.0;0.0;25.62;0.0;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.62;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
25.62;2016-01-16T12:43:56.000Z;VENDA;Mesa 22;0.0;0.0;0.0;25.62;0.0;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.62;0.0;0.0;2;1;0.308;KG;21.12;68.6;BUFFET
34.4;2016-01-16T12:49:34.000Z;VENDA;Mesa 28;0.0;0.0;0.0;34.4;0.0;1.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;1;1;0.436;KG;29.9;68.6;BUFFET
34.4;2016-01-16T12:49:34.000Z;VENDA;Mesa 28;0.0;0.0;0.0;34.4;0.0;1.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;2;1;1.0;UN;4.5;4.5;SUCO
34.4;2016-01-16T12:52:55.000Z;VENDA;Mesa 44;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;1;1;0.436;KG;29.9;68.6;BUFFET
34.4;2016-01-16T12:52:55.000Z;VENDA;Mesa 44;0.0;0.0;0.0;34.4;0.0;3.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.4;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
22.5;2016-01-16T12:54:10.000Z;VENDA;Mesa 57;0.0;0.0;0.0;22.5;0.0;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.5;0.0;0.0;1;1;0.328;KG;22.5;68.6;BUFFET
59.29;2016-01-16T12:56:46.000Z;VENDA;Mesa 19;0.0;0.0;0.0;59.29;0.0;7.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.29;0.0;0.0;1;1;0.704;KG;48.29;68.6;BUFFET
59.29;2016-01-16T12:56:46.000Z;VENDA;Mesa 19;0.0;0.0;0.0;59.29;0.0;7.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.29;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
59.29;2016-01-16T12:56:46.000Z;VENDA;Mesa 19;0.0;0.0;0.0;59.29;0.0;7.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.29;0.0;0.0;3;1;1.0;UN;6.5;6.5;CERVEJA LATA
70.59;2016-01-16T12:58:59.000Z;VENDA;Mesa 36;0.0;0.0;0.0;70.6;0.0;6.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.6;0.0;0.0;1;1;0.898;KG;61.6;68.6;BUFFET
70.59;2016-01-16T12:58:59.000Z;VENDA;Mesa 36;0.0;0.0;0.0;70.6;0.0;6.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.6;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
70.59;2016-01-16T12:58:59.000Z;VENDA;Mesa 36;0.0;0.0;0.0;70.6;0.0;6.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.6;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
55.77;2016-01-16T13:01:40.000Z;VENDA;Mesa 47;0.0;0.0;0.0;55.77;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.77;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
55.77;2016-01-16T13:01:40.000Z;VENDA;Mesa 47;0.0;0.0;0.0;55.77;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.77;0.0;0.0;2;1;0.762;KG;52.27;68.6;BUFFET
68.39;2016-01-16T13:02:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;68.4;0.0;2.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.4;0.0;0.0;1;1;1.0;UN;4.5;4.5;LIMONADA
68.39;2016-01-16T13:02:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;68.4;0.0;2.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.4;0.0;0.0;2;1;0.866;KG;59.4;68.6;BUFFET
68.39;2016-01-16T13:02:31.000Z;VENDA;Mesa 18;0.0;0.0;0.0;68.4;0.0;2.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.4;0.0;0.0;3;1;1.0;UN;4.5;4.5;SUCO
88.95;2016-01-16T13:03:34.000Z;VENDA;Mesa 43;0.0;0.0;0.0;88.96;0.0;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.96;0.0;0.0;1;1;1.0;UN;6.0;6.0;CERVEJA LATA
88.95;2016-01-16T13:03:34.000Z;VENDA;Mesa 43;0.0;0.0;0.0;88.96;0.0;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.96;0.0;0.0;2;1;0.966;KG;66.26;68.6;BUFFET
88.95;2016-01-16T13:03:34.000Z;VENDA;Mesa 43;0.0;0.0;0.0;88.96;0.0;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.96;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
88.95;2016-01-16T13:03:34.000Z;VENDA;Mesa 43;0.0;0.0;0.0;88.96;0.0;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.96;0.0;0.0;4;1;2.0;UN;9.0;4.5;REFRIGERANTE
88.95;2016-01-16T13:03:34.000Z;VENDA;Mesa 43;0.0;0.0;0.0;88.96;0.0;13.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.96;0.0;0.0;5;1;1.0;UN;3.2;3.2;DOCINHOS
27.51;2016-01-16T13:04:04.000Z;VENDA;Mesa 55;0.0;0.0;0.0;27.51;0.0;2.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.51;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
27.51;2016-01-16T13:04:04.000Z;VENDA;Mesa 55;0.0;0.0;0.0;27.51;0.0;2.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.51;0.0;0.0;2;1;0.35;KG;24.01;68.6;BUFFET
63.55;2016-01-16T13:04:58.000Z;VENDA;Mesa 29;0.0;0.0;0.0;63.56;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.56;0.0;0.0;1;1;1.0;UN;3.5;3.5;CAFE EXPRESSO
63.55;2016-01-16T13:04:58.000Z;VENDA;Mesa 29;0.0;0.0;0.0;63.56;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.56;0.0;0.0;2;1;0.81;KG;55.56;68.6;BUFFET
63.55;2016-01-16T13:04:58.000Z;VENDA;Mesa 29;0.0;0.0;0.0;63.56;0.0;6.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.56;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
48.76;2016-01-16T13:05:17.000Z;VENDA;Mesa 25;0.0;0.0;0.0;48.77;0.0;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.77;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
48.76;2016-01-16T13:05:17.000Z;VENDA;Mesa 25;0.0;0.0;0.0;48.77;0.0;3.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.77;0.0;0.0;2;1;0.66;KG;45.27;68.6;BUFFET
45.78;2016-01-16T13:05:25.000Z;VENDA;Mesa 33;0.0;0.0;0.0;45.79;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.79;0.0;0.0;1;1;0.602;KG;41.29;68.6;BUFFET
45.78;2016-01-16T13:05:25.000Z;VENDA;Mesa 33;0.0;0.0;0.0;45.79;0.0;3.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.79;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
24.25;2016-01-16T13:05:41.000Z;VENDA;Mesa 30;0.0;0.0;0.0;24.25;0.0;1.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.25;0.0;0.0;1;1;1.0;UN;4.5;4.5;SUCO
24.25;2016-01-16T13:05:41.000Z;VENDA;Mesa 30;0.0;0.0;0.0;24.25;0.0;1.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.25;0.0;0.0;2;1;0.288;KG;19.75;68.6;BUFFET
31.94;2016-01-16T13:08:04.000Z;VENDA;Mesa 40;0.0;0.0;0.0;31.94;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.94;0.0;0.0;1;1;0.4;KG;27.44;68.6;BUFFET
31.94;2016-01-16T13:08:04.000Z;VENDA;Mesa 40;0.0;0.0;0.0;31.94;0.0;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.94;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
75.86;2016-01-16T13:11:00.000Z;VENDA;Mesa 21;0.0;0.0;0.0;75.88;0.0;5.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.88;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
75.86;2016-01-16T13:11:00.000Z;VENDA;Mesa 21;0.0;0.0;0.0;75.88;0.0;5.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.88;0.0;0.0;2;1;1.026;KG;70.38;68.6;BUFFET
75.86;2016-01-16T13:11:00.000Z;VENDA;Mesa 21;0.0;0.0;0.0;75.88;0.0;5.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.88;0.0;0.0;3;1;1.0;UN;4.5;4.5;REFRIGERANTE
48.69;2016-01-16T13:12:51.000Z;VENDA;Mesa 66;0.0;0.0;0.0;48.7;0.0;2.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.7;0.0;0.0;1;1;0.71;KG;48.7;68.6;BUFFET
22.26;2016-01-16T13:13:30.000Z;VENDA;Mesa 58;0.0;0.0;0.0;22.26;0.0;1.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.26;0.0;0.0;1;1;1.0;UN;1.0;1.0;CHA
22.26;2016-01-16T13:13:30.000Z;VENDA;Mesa 58;0.0;0.0;0.0;22.26;0.0;1.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.26;0.0;0.0;2;1;0.31;KG;21.26;68.6;BUFFET
25.08;2016-01-16T13:13:38.000Z;VENDA;Mesa 37;0.0;0.0;0.0;25.08;0.0;2.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.08;0.0;0.0;1;1;0.3;KG;20.58;68.6;BUFFET
25.08;2016-01-16T13:13:38.000Z;VENDA;Mesa 37;0.0;0.0;0.0;25.08;0.0;2.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.08;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
85.15;2016-01-16T13:17:43.000Z;VENDA;Mesa 51;0.0;0.0;0.0;85.17;0.0;5.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.17;0.0;0.0;1;1;1.176;KG;80.67;68.6;BUFFET
85.15;2016-01-16T13:17:43.000Z;VENDA;Mesa 51;0.0;0.0;0.0;85.17;0.0;5.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.17;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
96.88;2016-01-16T13:20:20.000Z;VENDA;Mesa 35;0.0;0.0;0.0;96.89;0.0;8.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.89;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
96.88;2016-01-16T13:20:20.000Z;VENDA;Mesa 35;0.0;0.0;0.0;96.89;0.0;8.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.89;0.0;0.0;2;1;1.0;UN;6.0;6.0;CERVEJA LATA
96.88;2016-01-16T13:20:20.000Z;VENDA;Mesa 35;0.0;0.0;0.0;96.89;0.0;8.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.89;0.0;0.0;3;1;1.274;KG;87.39;68.6;BUFFET
64.56;2016-01-16T13:24:02.000Z;VENDA;Mesa 69;0.0;0.0;0.0;64.56;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;1;1;0.81;KG;55.56;68.6;BUFFET
64.56;2016-01-16T13:24:02.000Z;VENDA;Mesa 69;0.0;0.0;0.0;64.56;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;2;1;1.0;UN;4.5;4.5;REFRIGERANTE
64.56;2016-01-16T13:24:02.000Z;VENDA;Mesa 69;0.0;0.0;0.0;64.56;0.0;6.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.56;0.0;0.0;3;1;1.0;UN;4.5;4.5;CERVEJA
54.49;2016-01-16T13:25:06.000Z;VENDA;Mesa 56;0.0;0.0;0.0;54.5;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.5;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
54.49;2016-01-16T13:25:06.000Z;VENDA;Mesa 56;0.0;0.0;0.0;54.5;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.5;0.0;0.0;2;1;0.624;KG;42.8;68.6;BUFFET
54.49;2016-01-16T13:25:06.000Z;VENDA;Mesa 56;0.0;0.0;0.0;54.5;0.0;3.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.5;0.0;0.0;3;1;1.0;UN;8.2;8.2;BULE CHA
74.68;2016-01-16T13:27:59.000Z;VENDA;Mesa 63;0.0;0.0;0.0;74.7;0.0;4.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.7;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
74.68;2016-01-16T13:27:59.000Z;VENDA;Mesa 63;0.0;0.0;0.0;74.7;0.0;4.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.7;0.0;0.0;2;1;1.038;KG;71.2;68.6;BUFFET
16.6;2016-01-16T13:29:47.000Z;VENDA;Mesa 68;0.0;0.0;0.0;16.6;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.6;0.0;0.0;1;1;0.242;KG;16.6;68.6;BUFFET
35.8;2016-01-16T13:30:32.000Z;VENDA;Mesa 61;0.0;0.0;0.0;35.8;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.8;0.0;0.0;1;1;0.522;KG;35.8;68.6;BUFFET
72.75;2016-01-16T13:31:14.000Z;VENDA;Mesa 72;0.0;0.0;0.0;72.75;0.0;4.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.75;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
72.75;2016-01-16T13:31:14.000Z;VENDA;Mesa 72;0.0;0.0;0.0;72.75;0.0;4.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.75;0.0;0.0;2;1;0.944;KG;64.75;68.6;BUFFET
72.75;2016-01-16T13:31:14.000Z;VENDA;Mesa 72;0.0;0.0;0.0;72.75;0.0;4.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.75;0.0;0.0;3;1;1.0;UN;4.5;4.5;SUCO
34.23;2016-01-16T13:31:28.000Z;VENDA;Mesa 60;0.0;0.0;0.0;34.23;0.0;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.23;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
34.23;2016-01-16T13:31:28.000Z;VENDA;Mesa 60;0.0;0.0;0.0;34.23;0.0;2.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.23;0.0;0.0;2;1;0.448;KG;30.73;68.6;BUFFET
69.46;2016-01-16T13:34:24.000Z;VENDA;Mesa 80;0.0;0.0;0.0;69.46;0.0;6.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.46;0.0;0.0;1;1;1.0;UN;3.5;3.5;AGUA
69.46;2016-01-16T13:34:24.000Z;VENDA;Mesa 80;0.0;0.0;0.0;69.46;0.0;6.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.46;0.0;0.0;2;1;0.896;KG;61.46;68.6;BUFFET
