valorTotal;ide_dhEmi_date;weekNumber
46.45;2016-01-19T20:09:25.000Z;3
77.16;2016-01-19T20:09:36.000Z;3
26.86;2016-01-19T20:29:32.000Z;3
67.71;2016-01-19T20:48:08.000Z;3
31.52;2016-01-19T20:48:54.000Z;3
71.82;2016-01-19T20:49:51.000Z;3
58.96;2016-01-19T20:59:21.000Z;3
21.4;2016-01-19T21:08:13.000Z;3
21.4;2016-01-19T21:08:13.000Z;3
19.07;2016-01-19T21:25:31.000Z;3
59.24;2016-01-19T21:28:55.000Z;3
27.68;2016-01-19T21:29:02.000Z;3
110.57;2016-01-19T21:29:09.000Z;3
87.19;2016-01-19T21:29:21.000Z;3
92.63;2016-01-19T21:39:17.000Z;3
139.72;2016-01-19T21:40:32.000Z;3
65.64;2016-01-19T21:42:32.000Z;3
63.48;2016-01-19T21:43:50.000Z;3
20.96;2016-01-19T21:48:09.000Z;3
43.48;2016-01-19T21:48:51.000Z;3
90.77;2016-01-19T21:49:38.000Z;3
22.63;2016-01-19T21:50:25.000Z;3
19.61;2016-01-19T21:51:14.000Z;3
109.19;2016-01-19T21:54:06.000Z;3
20.99;2016-01-19T21:55:58.000Z;3
33.67;2016-01-19T21:56:40.000Z;3
111.98;2016-01-19T22:05:33.000Z;3
49.31;2016-01-19T22:06:33.000Z;3
69.59;2016-01-19T22:08:51.000Z;3
25.48;2016-01-19T22:09:39.000Z;3
108.77;2016-01-19T22:11:11.000Z;3
64.22;2016-01-19T22:12:01.000Z;3
80.91;2016-01-19T22:13:23.000Z;3
65.91;2016-01-19T22:14:05.000Z;3
92.63;2016-01-19T22:16:04.000Z;3
70.19;2016-01-19T22:17:32.000Z;3
75.15;2016-01-19T22:22:35.000Z;3
127.48;2016-01-19T22:36:00.000Z;3
53.85;2016-01-19T22:41:19.000Z;3
100.09;2016-01-19T22:42:11.000Z;3
37.83;2016-01-19T22:46:33.000Z;3
36.18;2016-01-19T22:48:58.000Z;3
31.38;2016-01-19T22:49:28.000Z;3
42.33;2016-01-19T22:54:14.000Z;3
57.28;2016-01-19T23:02:58.000Z;3
27.68;2016-01-19T23:05:15.000Z;3
71.59;2016-01-19T23:07:01.000Z;3
101.79;2016-01-19T23:40:20.000Z;3
37.0;2016-01-19T23:40:30.000Z;3
14.81;2016-01-19T23:40:48.000Z;3
38.1;2016-01-20T12:06:20.000Z;3
35.17;2016-01-20T12:06:44.000Z;3
42.87;2016-01-20T12:24:08.000Z;3
38.21;2016-01-20T12:26:45.000Z;3
31.87;2016-01-20T12:30:24.000Z;3
36.01;2016-01-20T12:37:44.000Z;3
61.51;2016-01-20T12:38:44.000Z;3
184.77;2016-01-20T12:39:17.000Z;3
40.39;2016-01-20T12:40:15.000Z;3
31.83;2016-01-20T12:40:54.000Z;3
45.21;2016-01-20T12:41:47.000Z;3
32.29;2016-01-20T12:43:37.000Z;3
39.58;2016-01-20T12:45:55.000Z;3
42.44;2016-01-20T12:46:30.000Z;3
46.69;2016-01-20T12:47:00.000Z;3
32.29;2016-01-20T12:48:48.000Z;3
31.33;2016-01-20T12:49:29.000Z;3
176.56;2016-01-20T12:50:10.000Z;3
42.86;2016-01-20T12:58:08.000Z;3
24.87;2016-01-20T12:58:18.000Z;3
41.09;2016-01-20T12:58:41.000Z;3
34.22;2016-01-20T13:00:00.000Z;3
41.9;2016-01-20T13:01:31.000Z;3
40.88;2016-01-20T13:05:49.000Z;3
35.72;2016-01-20T13:06:50.000Z;3
43.27;2016-01-20T13:06:58.000Z;3
44.25;2016-01-20T13:07:05.000Z;3
38.74;2016-01-20T13:07:18.000Z;3
102.89;2016-01-20T13:08:41.000Z;3
47.93;2016-01-20T13:09:28.000Z;3
44.78;2016-01-20T13:09:37.000Z;3
81.07;2016-01-20T13:26:09.000Z;3
74.02;2016-01-20T13:29:41.000Z;3
22.19;2016-01-20T13:29:48.000Z;3
41.48;2016-01-20T13:29:56.000Z;3
36.01;2016-01-20T13:31:01.000Z;3
35.71;2016-01-20T13:32:35.000Z;3
41.16;2016-01-20T13:32:43.000Z;3
27.16;2016-01-20T13:32:56.000Z;3
39.7;2016-01-20T13:33:34.000Z;3
20.71;2016-01-20T13:33:50.000Z;3
44.66;2016-01-20T13:33:58.000Z;3
35.17;2016-01-20T13:34:05.000Z;3
73.78;2016-01-20T13:37:10.000Z;3
33.82;2016-01-20T13:38:25.000Z;3
24.01;2016-01-20T13:38:37.000Z;3
38.6;2016-01-20T13:38:44.000Z;3
34.49;2016-01-20T13:39:33.000Z;3
50.06;2016-01-20T13:40:01.000Z;3
42.04;2016-01-20T13:40:47.000Z;3
79.82;2016-01-20T13:44:58.000Z;3
44.11;2016-01-20T13:46:21.000Z;3
45.73;2016-01-20T13:46:30.000Z;3
26.61;2016-01-20T13:46:38.000Z;3
71.71;2016-01-20T13:46:50.000Z;3
45.53;2016-01-20T13:46:58.000Z;3
29.89;2016-01-20T13:47:06.000Z;3
13.72;2016-01-20T13:52:59.000Z;3
125.36;2016-01-20T13:54:02.000Z;3
97.12;2016-01-20T13:59:54.000Z;3
36.95;2016-01-20T14:00:38.000Z;3
68.44;2016-01-20T14:01:41.000Z;3
37.25;2016-01-20T14:01:54.000Z;3
34.37;2016-01-20T14:02:02.000Z;3
84.55;2016-01-20T14:02:33.000Z;3
95.38;2016-01-20T14:05:57.000Z;3
100.99;2016-01-20T15:05:08.000Z;3
115.63;2016-01-20T19:37:13.000Z;3
86.16;2016-01-20T19:56:25.000Z;3
30.45;2016-01-20T19:58:56.000Z;3
68.18;2016-01-20T20:01:56.000Z;3
69.75;2016-01-20T20:09:47.000Z;3
57.69;2016-01-20T20:12:20.000Z;3
39.17;2016-01-20T20:12:41.000Z;3
77.92;2016-01-20T20:14:56.000Z;3
112.69;2016-01-20T20:17:57.000Z;3
72.35;2016-01-20T20:19:15.000Z;3
92.44;2016-01-20T20:20:23.000Z;3
53.7;2016-01-20T20:23:25.000Z;3
34.98;2016-01-20T20:30:15.000Z;3
34.78;2016-01-20T20:32:38.000Z;3
41.29;2016-01-20T20:33:20.000Z;3
201.54;2016-01-20T20:41:05.000Z;3
81.86;2016-01-20T20:48:18.000Z;3
122.55;2016-01-20T20:55:07.000Z;3
89.82;2016-01-20T20:59:35.000Z;3
157.18;2016-01-20T20:59:49.000Z;3
41.02;2016-01-20T21:01:01.000Z;3
99.59;2016-01-20T21:05:42.000Z;3
53.55;2016-01-20T21:08:56.000Z;3
82.96;2016-01-20T21:09:03.000Z;3
95.45;2016-01-20T21:17:21.000Z;3
17.97;2016-01-20T21:17:31.000Z;3
79.29;2016-01-20T21:18:19.000Z;3
50.4;2016-01-20T21:18:26.000Z;3
124.86;2016-01-20T21:23:56.000Z;3
64.16;2016-01-20T21:26:33.000Z;3
43.31;2016-01-20T21:36:08.000Z;3
60.29;2016-01-20T21:37:22.000Z;3
74.42;2016-01-20T21:38:24.000Z;3
91.95;2016-01-20T21:39:22.000Z;3
140.68;2016-01-20T21:40:38.000Z;3
129.32;2016-01-20T21:43:04.000Z;3
89.09;2016-01-20T21:43:56.000Z;3
76.09;2016-01-20T22:05:14.000Z;3
36.94;2016-01-20T22:07:37.000Z;3
43.58;2016-01-20T22:11:11.000Z;3
117.47;2016-01-20T22:11:26.000Z;3
220.97;2016-01-20T22:11:57.000Z;3
83.7;2016-01-20T22:12:32.000Z;3
62.76;2016-01-20T22:13:02.000Z;3
66.0;2016-01-20T22:14:28.000Z;3
205.52;2016-01-20T22:15:37.000Z;3
50.54;2016-01-20T22:17:07.000Z;3
115.89;2016-01-20T22:17:25.000Z;3
74.33;2016-01-20T22:22:41.000Z;3
76.74;2016-01-20T22:23:59.000Z;3
32.23;2016-01-20T22:26:51.000Z;3
46.42;2016-01-20T22:27:05.000Z;3
106.53;2016-01-20T22:27:31.000Z;3
31.46;2016-01-20T22:28:35.000Z;3
52.1;2016-01-20T22:29:11.000Z;3
128.85;2016-01-20T22:30:57.000Z;3
76.93;2016-01-20T22:36:16.000Z;3
67.55;2016-01-20T22:47:11.000Z;3
58.85;2016-01-20T22:48:43.000Z;3
111.93;2016-01-20T22:51:25.000Z;3
104.82;2016-01-20T22:56:48.000Z;3
22.02;2016-01-21T12:00:42.000Z;3
28.37;2016-01-21T12:01:05.000Z;3
30.04;2016-01-21T12:14:22.000Z;3
47.19;2016-01-21T12:15:12.000Z;3
45.92;2016-01-21T12:19:35.000Z;3
68.93;2016-01-21T12:20:33.000Z;3
29.08;2016-01-21T12:30:10.000Z;3
38.66;2016-01-21T12:32:49.000Z;3
24.39;2016-01-21T12:38:54.000Z;3
63.48;2016-01-21T12:41:01.000Z;3
37.15;2016-01-21T12:46:23.000Z;3
31.28;2016-01-21T12:48:53.000Z;3
46.47;2016-01-21T12:49:31.000Z;3
55.66;2016-01-21T12:51:42.000Z;3
26.47;2016-01-21T12:53:39.000Z;3
21.54;2016-01-21T12:54:14.000Z;3
22.91;2016-01-21T12:55:07.000Z;3
54.47;2016-01-21T12:55:44.000Z;3
39.89;2016-01-21T12:56:45.000Z;3
105.15;2016-01-21T12:57:34.000Z;3
29.08;2016-01-21T12:59:32.000Z;3
86.92;2016-01-21T13:01:20.000Z;3
92.4;2016-01-21T13:02:13.000Z;3
65.37;2016-01-21T13:03:01.000Z;3
67.29;2016-01-21T13:04:04.000Z;3
63.21;2016-01-21T13:04:16.000Z;3
33.3;2016-01-21T13:05:11.000Z;3
33.95;2016-01-21T13:09:11.000Z;3
74.22;2016-01-21T13:09:19.000Z;3
31.52;2016-01-21T13:10:35.000Z;3
23.94;2016-01-21T13:13:47.000Z;3
35.09;2016-01-21T13:15:28.000Z;3
53.47;2016-01-21T13:16:48.000Z;3
26.86;2016-01-21T13:17:49.000Z;3
41.96;2016-01-21T13:17:56.000Z;3
70.46;2016-01-21T13:20:43.000Z;3
35.23;2016-01-21T13:23:29.000Z;3
32.9;2016-01-21T13:23:42.000Z;3
48.8;2016-01-21T13:26:18.000Z;3
27.34;2016-01-21T13:26:28.000Z;3
66.59;2016-01-21T13:26:36.000Z;3
87.87;2016-01-21T13:32:23.000Z;3
29.49;2016-01-21T13:32:34.000Z;3
23.18;2016-01-21T13:32:44.000Z;3
29.6;2016-01-21T13:32:56.000Z;3
20.95;2016-01-21T13:42:44.000Z;3
26.06;2016-01-21T13:43:22.000Z;3
33.99;2016-01-21T13:44:27.000Z;3
131.81;2016-01-21T13:46:30.000Z;3
30.04;2016-01-21T13:46:38.000Z;3
74.43;2016-01-21T13:53:09.000Z;3
49.9;2016-01-21T13:55:27.000Z;3
68.93;2016-01-21T13:59:14.000Z;3
11.79;2016-01-21T13:59:25.000Z;3
31.21;2016-01-21T14:13:30.000Z;3
34.7;2016-01-21T14:14:47.000Z;3
68.56;2016-01-21T14:19:53.000Z;3
44.28;2016-01-21T14:29:10.000Z;3
40.21;2016-01-21T19:42:04.000Z;3
39.65;2016-01-21T20:20:59.000Z;3
129.77;2016-01-21T20:21:52.000Z;3
117.72;2016-01-21T20:35:24.000Z;3
109.82;2016-01-21T20:36:15.000Z;3
130.06;2016-01-21T20:37:56.000Z;3
18.65;2016-01-21T20:40:31.000Z;3
23.46;2016-01-21T20:50:24.000Z;3
78.75;2016-01-21T20:54:00.000Z;3
44.73;2016-01-21T20:54:16.000Z;3
40.47;2016-01-21T20:54:25.000Z;3
82.67;2016-01-21T21:10:25.000Z;3
38.41;2016-01-21T21:10:39.000Z;3
60.91;2016-01-21T21:14:56.000Z;3
37.18;2016-01-21T21:15:56.000Z;3
68.73;2016-01-21T21:20:14.000Z;3
101.92;2016-01-21T21:27:00.000Z;3
190.91;2016-01-21T21:29:02.000Z;3
96.87;2016-01-21T21:36:29.000Z;3
60.29;2016-01-21T21:36:49.000Z;3
50.07;2016-01-21T21:37:35.000Z;3
149.41;2016-01-21T21:41:26.000Z;3
85.52;2016-01-21T21:41:48.000Z;3
69.59;2016-01-21T21:42:43.000Z;3
41.3;2016-01-21T21:43:28.000Z;3
86.57;2016-01-21T21:48:58.000Z;3
81.09;2016-01-21T21:49:20.000Z;3
91.73;2016-01-21T22:01:27.000Z;3
44.61;2016-01-21T22:05:14.000Z;3
47.87;2016-01-21T22:08:31.000Z;3
65.16;2016-01-21T22:09:33.000Z;3
40.39;2016-01-21T22:10:08.000Z;3
106.57;2016-01-21T22:11:17.000Z;3
30.86;2016-01-21T22:12:05.000Z;3
72.52;2016-01-21T22:12:32.000Z;3
113.59;2016-01-21T22:14:45.000Z;3
145.55;2016-01-21T22:15:58.000Z;3
51.03;2016-01-21T22:17:36.000Z;3
40.06;2016-01-21T22:18:41.000Z;3
43.91;2016-01-21T22:19:18.000Z;3
16.6;2016-01-21T22:19:47.000Z;3
25.65;2016-01-21T22:21:53.000Z;3
40.48;2016-01-21T22:22:12.000Z;3
28.93;2016-01-21T22:22:19.000Z;3
47.47;2016-01-21T22:22:28.000Z;3
63.57;2016-01-21T22:30:10.000Z;3
76.13;2016-01-21T22:31:16.000Z;3
71.48;2016-01-21T22:31:55.000Z;3
29.64;2016-01-21T22:32:32.000Z;3
45.16;2016-01-21T22:34:10.000Z;3
73.27;2016-01-21T22:38:08.000Z;3
30.46;2016-01-21T22:58:42.000Z;3
78.74;2016-01-21T22:59:29.000Z;3
79.89;2016-01-21T23:01:49.000Z;3
59.82;2016-01-21T23:11:07.000Z;3
52.28;2016-01-22T11:58:53.000Z;3
46.41;2016-01-22T12:01:24.000Z;3
24.74;2016-01-22T12:01:35.000Z;3
30.87;2016-01-22T12:04:20.000Z;3
106.22;2016-01-22T12:10:18.000Z;3
43.26;2016-01-22T12:11:46.000Z;3
93.17;2016-01-22T12:12:29.000Z;3
54.73;2016-01-22T12:14:00.000Z;3
33.61;2016-01-22T12:14:44.000Z;3
47.54;2016-01-22T12:16:01.000Z;3
41.02;2016-01-22T12:16:10.000Z;3
62.29;2016-01-22T12:21:41.000Z;3
24.56;2016-01-22T12:22:42.000Z;3
40.57;2016-01-22T12:22:59.000Z;3
26.9;2016-01-22T12:23:25.000Z;3
24.28;2016-01-22T12:27:31.000Z;3
27.17;2016-01-22T12:29:24.000Z;3
25.11;2016-01-22T12:30:15.000Z;3
30.88;2016-01-22T12:30:47.000Z;3
31.29;2016-01-22T12:30:53.000Z;3
59.35;2016-01-22T12:31:00.000Z;3
40.8;2016-01-22T12:31:06.000Z;3
28.27;2016-01-22T12:31:14.000Z;3
62.61;2016-01-22T12:31:20.000Z;3
31.29;2016-01-22T12:31:27.000Z;3
43.77;2016-01-22T12:31:34.000Z;3
29.36;2016-01-22T12:34:34.000Z;3
58.43;2016-01-22T12:38:37.000Z;3
25.65;2016-01-22T12:40:11.000Z;3
26.76;2016-01-22T12:40:46.000Z;3
34.17;2016-01-22T12:42:37.000Z;3
34.85;2016-01-22T12:43:47.000Z;3
19.2;2016-01-22T12:44:43.000Z;3
31.0;2016-01-22T12:44:51.000Z;3
66.54;2016-01-22T12:46:46.000Z;3
36.5;2016-01-22T12:50:04.000Z;3
39.79;2016-01-22T12:50:40.000Z;3
23.19;2016-01-22T12:51:19.000Z;3
29.09;2016-01-22T12:52:26.000Z;3
42.13;2016-01-22T12:53:40.000Z;3
27.58;2016-01-22T12:54:12.000Z;3
112.1;2016-01-22T12:57:58.000Z;3
33.6;2016-01-22T13:01:42.000Z;3
161.23;2016-01-22T13:08:02.000Z;3
40.89;2016-01-22T13:09:00.000Z;3
32.38;2016-01-22T13:10:05.000Z;3
61.19;2016-01-22T13:14:30.000Z;3
35.64;2016-01-22T13:14:56.000Z;3
72.44;2016-01-22T13:17:58.000Z;3
25.8;2016-01-22T13:18:06.000Z;3
37.46;2016-01-22T13:18:16.000Z;3
39.11;2016-01-22T13:18:28.000Z;3
27.99;2016-01-22T13:18:50.000Z;3
55.15;2016-01-22T13:19:58.000Z;3
48.9;2016-01-22T13:23:57.000Z;3
26.72;2016-01-22T13:24:36.000Z;3
28.13;2016-01-22T13:25:59.000Z;3
21.12;2016-01-22T13:26:13.000Z;3
49.17;2016-01-22T13:28:42.000Z;3
29.22;2016-01-22T13:29:48.000Z;3
67.09;2016-01-22T13:37:46.000Z;3
27.17;2016-01-22T13:37:55.000Z;3
31.63;2016-01-22T13:38:19.000Z;3
102.9;2016-01-22T13:41:40.000Z;3
32.18;2016-01-22T13:41:54.000Z;3
49.84;2016-01-22T13:47:31.000Z;3
38.83;2016-01-22T13:55:14.000Z;3
38.96;2016-01-22T13:55:22.000Z;3
50.69;2016-01-22T13:55:41.000Z;3
33.89;2016-01-22T14:26:20.000Z;3
26.24;2016-01-22T14:27:02.000Z;3
31.83;2016-01-22T15:24:46.000Z;3
89.85;2016-01-23T11:39:59.000Z;3
51.04;2016-01-23T11:59:44.000Z;3
51.44;2016-01-23T12:03:17.000Z;3
134.57;2016-01-23T12:04:14.000Z;3
47.06;2016-01-23T12:07:01.000Z;3
106.73;2016-01-23T12:09:57.000Z;3
19.61;2016-01-23T12:16:34.000Z;3
22.92;2016-01-23T12:17:13.000Z;3
35.12;2016-01-23T12:26:52.000Z;3
31.97;2016-01-23T12:28:35.000Z;3
54.95;2016-01-23T12:29:00.000Z;3
31.29;2016-01-23T12:30:07.000Z;3
47.59;2016-01-23T12:31:16.000Z;3
76.67;2016-01-23T12:32:01.000Z;3
57.36;2016-01-23T12:33:51.000Z;3
89.87;2016-01-23T12:37:23.000Z;3
29.49;2016-01-23T12:46:32.000Z;3
118.82;2016-01-23T12:49:50.000Z;3
61.21;2016-01-23T13:00:26.000Z;3
71.08;2016-01-23T13:03:21.000Z;3
69.84;2016-01-23T13:06:12.000Z;3
79.86;2016-01-23T13:09:32.000Z;3
70.65;2016-01-23T13:13:06.000Z;3
69.3;2016-01-23T13:15:39.000Z;3
21.96;2016-01-23T13:17:38.000Z;3
71.61;2016-01-23T13:18:31.000Z;3
57.77;2016-01-23T13:19:17.000Z;3
27.16;2016-01-23T13:19:33.000Z;3
24.42;2016-01-23T13:23:46.000Z;3
66.01;2016-01-23T13:24:22.000Z;3
98.23;2016-01-23T13:26:45.000Z;3
80.45;2016-01-23T13:35:14.000Z;3
52.82;2016-01-23T13:39:07.000Z;3
44.86;2016-01-23T13:42:04.000Z;3
43.77;2016-01-23T13:42:13.000Z;3
116.53;2016-01-23T13:43:56.000Z;3
65.04;2016-01-23T13:45:20.000Z;3
61.88;2016-01-23T13:48:07.000Z;3
120.21;2016-01-23T13:51:23.000Z;3
73.2;2016-01-23T13:57:57.000Z;3
121.2;2016-01-23T13:59:07.000Z;3
36.64;2016-01-23T13:59:16.000Z;3
46.25;2016-01-23T13:59:26.000Z;3
51.17;2016-01-23T14:00:15.000Z;3
72.84;2016-01-23T14:12:06.000Z;3
78.87;2016-01-23T14:12:18.000Z;3
77.84;2016-01-23T14:13:23.000Z;3
170.68;2016-01-23T14:14:10.000Z;3
57.2;2016-01-23T14:15:35.000Z;3
32.1;2016-01-23T14:21:04.000Z;3
106.98;2016-01-23T14:21:11.000Z;3
75.57;2016-01-23T14:23:15.000Z;3
68.2;2016-01-23T14:23:50.000Z;3
94.13;2016-01-23T14:24:36.000Z;3
74.84;2016-01-23T14:27:33.000Z;3
67.64;2016-01-23T14:48:17.000Z;3
42.26;2016-01-23T14:56:16.000Z;3
102.09;2016-01-23T14:56:24.000Z;3
32.8;2016-01-23T14:56:35.000Z;3
